Id,index1,cluster,text
https://sputniknews.com/europe/201803291063012860-austria-russia-skripal-mediation-diplomats/,220,185,one is asked to mediate but we are a goto partner for all those involved she said if we are asked to we will certainly step in seventeen eu nations agreed earlier this week to expel russian diplomats in a show of solidarity with the united kingdom after it blamed russia for the march poisoning of an exspy and his daughter
https://www.vox.com/2018/3/15/17124348/trump-russia-sanctions-uk-treasury-mnuchin,223,187,donald trump is one of the most russiafriendly presidents in modern history but in less than an hour on thursday he rebuked russia harder than he has throughout his entire time in the white house around am the white house released a joint statement in which the us uk france and germany blamed moscow for a nerve agent attack against a russian exspy on british soil it was the first time since the march attack that the trump administration said the kremlin was likely the culprit and at am the us treasury department announced longawaited sanctions to punish russia for its meddling in the presidential election and a worldwide cyberattack last year the measures targeted nearly russian individuals and organizations including members of internet research agency ira the troll farm that used social media to sow divisions before the november vote treasury also sanctioned yevgeny prigozhin known as putins chef for his role in bankrolling russian hackers special counsel robert mueller had indicted ira members and prigozhin last month as part of his ongoing investigation into possible trumprussia collusion during the presidential election put together a president marred by russiarelated scandals and his affinity for vladimir putin has finally pushed back on moscow these targeted sanctions are a part of a broader effort to address the ongoing nefarious attacks emanating from russia treasury secretary steven mnuchin said in a statement after the sanctions announcement but even so experts say this response could be too weak to have much of an effect its a good move by the administration to impose sanctions and show solidarity after the kremlins attack in the uk alina polyakova a russia expert at the brookings institution think tank told me but its still not enough to respond to growing russian aggression the joint statement and the sanctions explained on march sergei and yulia skripal were found on an outside bench in salisbury england it turned out they had been poisoned with a highly toxic nerve agent eight days later uk prime minister theresa may said it was highly likely that russia was behind the attack on the skripals when asked about the event later that day white house press secretary sarah huckabee sanders declined to directly blame russia but said that we offer the fullest condemnation of the attack but on thursday the white house issued a joint statement with allies to support britains claim which said the united kingdom thoroughly briefed its allies that it was highly likely that russia was responsible for the attack we share the united kingdoms assessment that there is no plausible alternative explanation moscow however denies it had any hand in the attack the sanctions that the us treasury department issued on thursday have a bit more of a backstory it all goes back to the january us intelligence community assessment that russia did meddle in the election and did so to help trump win the white house but then last august trump reluctantly signed into law the countering americas adversaries through sanctions act republican and democratic lawmakers crafted the bill in response to trumps unusual warmth toward russian president vladimir putin and his refusal to blame russia for interfering in the election the legislation passed both chambers almost unanimously in the senate and in the house and it was clear that congress would override a presidential veto it was explicitly designed to make old sanctions against russia permanent and pressure trump to impose new ones the bill forced trump to impose costs on putin for interfering in americas democratic process and for his interventions in ukraine and syria but trump resented congresss move to box him in on russia policy the president slammed the legislation in a signing statement calling it seriously flawed and said that he could make far better deals with foreign countries than congress still the law forced trump to impose sanctions in late january but he missed the deadline instead the administration released a list of russian leaders and billionaires with purported ties to putin in order to indicate that the administration was watching them then on march mnuchin and director of national intelligence dan coats announced that new sanctions on russia were imminent with mnuchin adding that trump was fully supportive of the work were doing and on thursday the sanctions were finally announced senior administration officials told reporters that the sanctions were meant to punish russia for interfering in the election and for masterminding a global cyberattack known as notpetya that hit large corporations and hospitals in the us and europe last summer the administration is arguably for the first time directly acknowledging and responding to russias intervention in the campaign sean kane a former sanctions official at the treasury department told me the new measures target five russian organizations and russian individuals the big organizational targets include two russian intelligence agencies known by their acronyms fsb and gru and prominent russians like prigozhin that means people connected to the intelligence agencies and prigozhin himself cannot travel to america or do business with american companies and will soon see their us assets frozen experts tell me the timing of the sanctions was surely meant to show support for london and condemn moscow after the nerve agent attack now the question is does this signal a change in trumps attitude toward russia well its complicated is trump tough on russia now despite the sanctions trump continues to minimize russias involvement in the election he thinks russia didnt interfere and that democrats use the trumprussia narrative as an excuse for losing the election hes famously called the investigation into whether his campaign colluded with russia a witch hunt and on february mueller filed charges against russian nationals and three russian groups who allegedly interfered with the us elections including members of the ira and prigozhin even trumps own national security team said he could be tougher on russia on february coats told the senate intelligence committee that russia would continue to interfere in american elections frankly the united states is under attack two weeks later on february adm michael rogers who leads us cyber command said during a congressional hearing that trump had yet to ask him to take measures against russias hackers if we dont change the dynamic here this is going to continue and wont be viewed as something isolated rogers told the senate armed services committee this is something that will be sustained over time other military leaders echoed the admirals sentiment including army lt gen paul nakasone trumps nominee to replace rogers i would say right now they do not think much will happen to them he said of russia during his confirmation hearing last week they dont fear us that in part is why experts seem skeptical that trump will all of a sudden become a russia hawk trump has a reluctance divorced from what is best for america to speak clearly about the threat russia poses to the united states and our allies evelyn farkas formerly the pentagons top russia official told me and lawmakers many of whom are usually critical of the president feel he could do more to punish russia if president trump believes that todays action sufficiently addresses the sanctions package congress sent to respond forcefully to moscows election interference then he is sorely mistaken california rep adam schiff the top democrat on the house intelligence committee said in a statement trump likes to boast over and over again that hes much tougher on russia than his predecessor barack obama today is the first time he really did anything to back up that claim and he may have more chances by no means will this constitute the end to our ongoing campaign to instruct mr putin to change his behavior a senior administration official told reporters on thursday morning
https://www.aljazeera.com/news/2018/03/russia-uk-tensions-risk-escalating-ex-spys-poisoning-180314131541657.html,224,188,russia has missed britains deadline for answers on the poisoning of former double agent sergei skripal and his daughter uk prime minister theresa may has asked for answers as to why a sovietera nerve agent was used to poison former russian spy skripal and his daughter the kremlin says it will not respond without samples of the substance may is expected to discuss britains reply when she meets her national security council later on wednesday al jazeeras barnaby phillips reports from westminster
https://sputniknews.com/analysis/201803311063098930-putin-expulsion-diplomats-skripal/,226,190,according to the former ambassador the search for ways to stop the crisis in relations between russia and the west is likely to be on the agenda during macrons visit to st petersburg this is not a matter of national importance of course it has created certain political situation and prompted some tensions however in a little while these diplomats will be replaced with others it does not prevent embassies and consulates from doing their work i mean this is a signal but the matter does not concern a break of diplomatic relations it is by far less important than an ambassadors withdrawal it is a wellmeasured symbolic move blanchemaison elaborated despite the current state of affairs french foreign minister jeanyves le drian told the radio station rtl on march that president macrons visit to russia would be held as scheduled i think that macron who along with japans prime minister will be a distinguished guest at st petersburgs economic forum will deliver an extremely important speech about russias place in the process of globalization cooperation in many realms between france and russia and cooperation between the eu and russia which must be restored it is very important that he gives his speech in front of putin and they discuss what happens next blanchemaison stressed
http://www.bbc.com/news/uk-43605139,227,191,however security minister ben wallace said it was routine for border force officers to search aircraft to protect the uk from organised crime and from those who attempt to bring harmful substances like drugs or firearms into the country
https://www.independent.co.uk/news/world/europe/valery-pshenichny-russian-elon-musk-raped-tortured-death-custody-a8309111.html,228,192,for free real time breaking news alerts sent straight to your inbox sign up to our breaking news emails sign up to our free breaking news emails please enter a valid email address please enter a valid email address sign up i would like to be emailed about offers events and updates from the independent read our privacy notice thanks for signing up to the breaking news email verifyerrors message verifyerrors verifyerrors something went wrong please try again later verifyerrors a broken spine signs of electric torture asphyxiation knife wounds and rape these were just a few of the grim and unexpected findings of an official medical report into the death of a russian inventor in pretrial custody valery pshenichny was jailed in january after being accused of embezzling m rubles m in a defence contract to develop d submarine models just three weeks later his body was found hanging from an improvised lace noose in his st petersburg prison cell prison authorities initially insisted it was suicide but friends of the businessman sensed something was up perhaps he had been driven to a heart attack they suggested and then denied treatment the strong and clear headed inventor was not an obvious candidate to take his own life his wife also wondered how a lace appeared inside the prison from a hoodie she couldnt remember recommended trump halts plans for new sanctions on russia surprisingly authorities have agreed foul play was involved and have signalled a dramatic departure in their investigation by reportedly collecting dna samples from prison guards the apparent brutality of pshenichnys case has already brought comparisons with another russian prison scandal the death of lawyer sergei magnitsky in november the lawyer had called out a massive vat ruse conducted by tax officials but was instead imprisoned for his troubles he died in pretrial custody in excruciating pain after being deliberately and repeatedly denied medical treatment magnitskys boss the exiled billionaire bill browder has since accused a number of high ranking officials in the russian government of being directly responsible for his death like sergei magnitsky pshenichnys problems began when he accused another of fraud in this case it was a former business partner andrei petrov who the entrepreneur accused of stealing company money a criminal case and arrest followed in but in the course of the ensuing trial mr petrov successfully managed to turn the tables it was instead valery pshenichny who was found guilty of fraud and inflating the cost of a defence contract world news in pictures show all world news in pictures world news in pictures september pope francis prays with priests at the end of a limited public audience at the san damaso courtyard in the vatican afp via getty world news in pictures september a girls silhouette is seen from behind a fabric in a tent along a beach by beit lahia in the northern gaza strip afp via getty world news in pictures september a chinese woman takes a photo of herself in front of a flower display dedicated to frontline health care workers during the covid pandemic in beijing china china will celebrate national day marking the founding of the peoples republic of china on october st getty world news in pictures september the glass mountain inn burns as the glass fire moves through the area in st helena california the fast moving glass fire has burned over acres and has destroyed homes getty world news in pictures september a villager along with a child offers prayers next to a carcass of a wild elephant that officials say was electrocuted in rani reserve forest on the outskirts of guwahati india afp via getty world news in pictures september the casket of late supreme court justice ruth bader ginsburg is seen in statuary hall in the us capitol to lie in state in washington dc afp via getty world news in pictures september an antigovernment protester holds up an image of a prodemocracy commemorative plaque at a rally outside thailands parliament in bangkok as activists gathered to demand a new constitution afp via getty world news in pictures september a whale stranded on a beach in macquarie harbour on the rugged west coast of tasmania as hundreds of pilot whales have died in a mass stranding in southern australia despite efforts to save them with rescuers racing to free a few dozen survivors the mercuryafp via getty world news in pictures september state civil employee candidates wearing face masks and shields take a test in surabaya afp via getty world news in pictures september a man sweeps at the taj mahal monument on the day of its reopening after being closed for more than six months due to the coronavirus pandemic ap world news in pictures september a deer looks for food in a burnt area caused by the bobcat fire in pearblossom california epa world news in pictures september antigovernment protesters hold their mobile phones aloft as they take part in a prodemocracy rally in bangkok tens of thousands of prodemocracy protesters massed close to thailands royal palace in a huge rally calling for pm prayut chanocha to step down and demanding reforms to the monarchy afp via getty world news in pictures september supporters of iraqi shiite cleric moqtada alsadr maintain social distancing as they attend friday prayers after the coronavirus disease restrictions were eased in kufa mosque near najaf iraq reuters world news in pictures september a protester climbs on the triumph of the republic at the place de la nation as thousands of protesters take part in a demonstration during a national day strike called by labor unions asking for better salary and against jobs cut in paris france epa world news in pictures september a fire raging near the lazzaretto of ancona in italy the huge blaze broke out overnight at the port of ancona firefighters have brought the fire under control but they expected to keep working through the day epa world news in pictures september russian opposition leader alexei navalny posing for a selfie with his family at berlins charite hospital in an instagram post he said he could now breathe independently following his suspected poisoning last month alexei navalnyinstagramafp world news in pictures september japans prime minister shinzo abe chief cabinet secretary yoshihide suga former defense minister shigeru ishiba and former foreign minister fumio kishida celebrate after suga was elected as new head of the ruling party at the liberal democratic partys leadership election in tokyo reuters world news in pictures september a man stands behind a burning barricade during the fifth straight day of protests against police brutality in bogota afp via getty world news in pictures september police officers block and detain protesters during an opposition rally to protest the official presidential election results in minsk belarus daily protests calling for the authoritarian presidents resignation are now in their second month ap world news in pictures september members of omnium cultural celebrate the th festa per la llibertat fiesta for the freedom to mark the day of catalonia in barcelona omnion cultural fights for the independence of catalonia epa world news in pictures september the moria refugee camp two days after greeces biggest migrant camp was destroyed by fire thousands of asylum seekers on the island of lesbos are now homeless afp via getty world news in pictures september pope francis takes off his face mask as he arrives by car to hold a limited public audience at the san damaso courtyard in the vatican afp via getty world news in pictures september a home is engulfed in flames during the creek fire in the tollhouse area of california afp via getty world news in pictures september a couple take photos along a sea wall of the waves brought by typhoon haishen in the eastern port city of sokcho afp via getty world news in pictures september novak djokovic and a tournament official tends to a linesperson who was struck with a ball by djokovic during his match against pablo carreno busta at the us open usa today sportsreuters world news in pictures september protesters confront police at the shrine of remembrance in melbourne australia during an antilockdown rally afp via getty world news in pictures september a woman looks on from a rooftop as rescue workers dig through the rubble of a damaged building in beirut a search began for possible survivors after a scanner detected a pulse one month after the megablast at the adjacent port afp via getty world news in pictures september a full moon next to the virgen del panecillo statue in quito ecuador epa world news in pictures september a palestinian woman reacts as israeli forces demolish her animal shed near hebron in the israelioccupied west bank reuters world news in pictures september students protest against presidential elections results in minsk tutbyafp via getty world news in pictures august the pack rides during the rd stage of the tour de france between nice and sisteron afp via getty world news in pictures august law enforcement officers block a street during a rally of opposition supporters protesting against presidential election results in minsk belarus reuters world news in pictures august a woman holding a placard reading stop censorship yes to the freedom of expression shouts in a megaphone during a protest against the mandatory wearing of face masks in paris masks which were already compulsory on public transport in enclosed public spaces and outdoors in paris in certain highcongestion areas around tourist sites were made mandatory outdoors citywide on august to fight the rising coronavirus infections afp via getty world news in pictures august japanese prime minister shinzo abe bows to the national flag at the start of a press conference at the prime minister official residence in tokyo abe announced he will resign over health problems in a bombshell development that kicks off a leadership contest in the worlds thirdlargest economy afp via getty world news in pictures august residents take cover behind a tree trunk from rubber bullets fired by south african police service saps in eldorado park near johannesburg during a protest by community members after a year old boy was reported dead afp via getty world news in pictures august people scatter rose petals on a statue of mother teresa marking her th birth anniversary in ahmedabad afp via getty world news in pictures august an aerial view shows beachgoers standing on salt formations in the dead sea near ein bokeq israel reuters world news in pictures august health workers use a fingertip pulse oximeter and check the body temperature of a fisherwoman inside the dharavi slum during a doortodoor covid coronavirus screening in mumbai afp via getty world news in pictures august people carry an idol of the hindu god ganesh the deity of prosperity to immerse it off the coast of the arabian sea during the ganesh chaturthi festival in mumbai india reuters world news in pictures august firefighters watch as flames from the lnu lightning complex fires approach a home in napa county california ap world news in pictures august members of the israeli security forces arrest a palestinian demonstrator during a rally to protest against israels plan to annex parts of the occupied west bank afp via getty world news in pictures august a man pushes his bicycle through a deserted road after prohibitory orders were imposed by district officials for a week to contain the spread of the covid in kathmandu afp via getty world news in pictures august a car burns while parked at a residence in vacaville california dozens of fires are burning out of control throughout northern california as fire resources are spread thin afp via getty world news in pictures august students use their mobile phones as flashlights at an antigovernment rally at mahidol university in nakhon pathom thailand has seen neardaily protests in recent weeks by students demanding the resignation of prime minister prayut chanocha afp via getty world news in pictures august members of the kayapo tribe block the br highway during a protest outside novo progresso in para state brazil indigenous protesters blocked a major transamazonian highway to protest against the lack of governmental support during the covid novel coronavirus pandemic and illegal deforestation in and around their territories afp via getty world news in pictures august lightning forks over the san franciscooakland bay bridge as a storm passes over oakland ap world news in pictures august belarus opposition supporters gather near the pushkinskaya metro station where alexander taraikovsky a yearold protester died on august during their protest rally in central minsk afp via getty world news in pictures august alphatauris driver daniil kvyat takes part in the second practice session at the circuit de catalunya in montmelo near barcelona ahead of the spanish f grand prix afp via getty world news in pictures august soldiers of the brazilian armed forces during a disinfection of the christ the redeemer statue at the corcovado mountain prior to the opening of the touristic attraction in rio afp via getty world news in pictures august young elephant bulls tussle playfully on world elephant day at the amboseli national park in kenya afp via getty friends have described pshenichny as a russian elon musk his work in d modelling was groundbreaking and had potential application in the remote repair of submarines the disputed multimillion ruble contract he signed with the ministry of defence to was expected to be followed by contracts in the oil and gas industry pshenichny had reportedly even prepared a patent application but he would die before ever having a chance to submit it according to lawyer larissa fonarev the entrepreneur was given early hints that he would see out his days in prison when state investigators arrived at his home on january to conduct a search they were accompanied by security service agents she told the independent recommended telegram to be blocked in russia over encryption argument they asked him to take a good look at his suits she said he was told he wouldnt need them anymore save for his coffin just before his death pshenichny also passed letters to his wife natalya indicating he had been the subject of extortion the notes urged her not to pay anything ms fonarev revealed suspicious deaths in custody are not altogether rare in russias corrupted justice system what is unusual is for official investigations to return with anything other than a whitewash in this case they seem to have worked without interference from prison officers the activist zoya svetova told the independent this is generally unheard of but it might simply mean the officers were in overdrive and had become complacent ms fonarev said that she hoped the medical report would eventually lead to convictions and justice for pshenichnys family this death happened in a closed government institution with my client defenceless against a state that was supposed to protect him she said i cant let myself think there wont be a proper investigation and trial
https://www.yahoo.com/news/russians-says-chemist-uncovered-existence-novichok-075342077.html,229,48,princeton united states afp the russian chemist who first revealed the existence of novichok nerve agents says only the russians can be behind the weapons use in britain against a former spy and his daughter vil mirzayanov came to the united states in after years of working for the state scientific research institute of organic chemistry and technology or gniiokht it was he who in the early s revealed the existence of that class of ultrapowerful nerve agents he did so first in the russian media as it opened up with the collapse of the soviet union and later with chemical formulas at hand in his book state secrets published in former russian agent sergei skripal and his daughter yulia were found slumped on a bench in the english city of salisbury on march britain says it is highly likely that moscow was to blame for the nerve agent attack mirzayanov speaking at his home in princeton new jersey said he is convinced russia carried it out as a way of intimidating opponents of president vladimir putin only the russians developed this class of nerve agents said the chemist they kept it and are still keeping it in secrecy the only other possibility he said would be that someone used the formulas in his book to make such a weapon dangerous for the kremlin he said that the russians could argue that maybe someone had synthesized them and they could make me guilty this is the first time the nerve agents which took years to develop and were tested on animals have been used to try to kill somebody mirzayanov said why now mirzayanov said he believes the kremlin wants to intimidate people such as enemies of putin for instance he hypothesized suppose someone leaves russia with material that would compromise president donald trump in the us probe into whether his election campaign colluded with russia in its alleged drive to help him beat hillary clinton story continues its very dangerous for the kremlin because it is a plot against america said the chemist so they threaten this person and they say look what happened to skripal the same could happen to you mirzayanov said skripal could no longer cause russia any problems but the kremlin could have killed him anyway and in a cruel fashion just to intimidate potential opponents no cure an attack with novichok agents which are times stronger than vx is excruciating and has no cure he added he said half a gram is enough to kill a person who weighs kilos pounds someone exposed to it first has their vision go blurry and if no antidote is applied are then hit with violent convulsions and can no longer breathe i have seen the effect on animals rabbits dogs it is awful he said even if they do not die skripal and his daughter will suffer for the rest of their lives he predicted the nerve agents are easy to administer because they are binary meaning they result from the mix of two substances which on their own are harmless so these two parts can be transported with no risk then blended to make the weapon in a spray gun mirzayanov said that as awful as it has been the attack in britain might lead to something good the uk and other western countries insisting on novichok agents being registered in the convention on the prohibition of chemical weapons as he has been urging for more than years had these weapons been placed under control the salisbury attack might not have happened he said now that mirzayanov is speaking openly about novichok his friends on facebook and elsewhere are urging him to be careful lest the russians seek reprisal against him but i have lived for quite a long time they cannot stop me i will work until the end to have novichok placed under international control he said
https://www.washingtonpost.com/news/monkey-cage/wp/2018/04/18/why-austrias-response-to-the-skripal-poisoning-wasnt-so-tough-on-russia/,231,194,gift article share when former russian double agent sergei skripal and his daughter yulia were poisoned in salisbury england by a novichok nerve agent the british government investigated and concluded that it was highly likely that russia was responsible for the attack wp get the full experience choose your plan arrowright the european union also issued a strong statement and expressed unqualified solidarity with the united kingdom in the face of this grave challenge to our shared security austria signed on to the eu statement but then held back when the united kingdom united states and a number of eu countries subsequently expelled some russian diplomats viennas decision not to follow suit drew heavy criticism from other eu members why did austria backpedal many former diplomats and politicians in austria and the international media were quick to point a finger at the countrys farright freedom party fpö which has been in a ruling coalition with the conservative austrian peoples party since december advertisement its true the farright freedom party has close ties with russia the party signed a cooperation agreement with vladimir putins united russia party in december in november several fpö members also visited crimea in apparent support for russias annexation of the peninsula but there are other explanations why austria decided not to expel any russian diplomats reasons that reflect the countrys cold war history austrias history of neutrality austria joined the european union in but is not a member of nato because of its postworld war ii neutrality stance this neutrality policy dates to when western allies and the soviet union ended their year occupation of austria on the condition that it would become a neutral country and not join any military alliance advertisement the notion of neutrality is deeply rooted in the austrian national selfperception and makes up a large part of the austrian identity austrians like to evoke the difficult negotiations of the austrian state treaty in moscow in april and the myth that they were successful because of austrian foreign minister leopold figls ability to tolerate as much vodka as nikita khrushchev who was then first secretary of the communist party of the soviet union the signing of the state treaty in vienna on may between the austrian government and the allied forces marked a major milestone in austrian history and signified the countrys independence and sovereignty the constitutional law on the neutrality of austria adopted by the austrian parliament in october stipulates that austria shall never accede to any military alliance or allow the establishment of military bases on its territory it is important to note that neutrality was a precondition for austrian sovereignty austria as a bridgebuilder between east and west in the s austrian chancellor bruno kreisky took neutrality one step further and established the countrys active neutrality policy under its social democrat leadership austria took on a more active diplomatic role in particular to foster dialogue between east and west there was a precedent us president john f kennedy and soviet premier nikita khrushchev held highlevel talks in vienna in advertisement the policy also included austrian participation in un peacekeeping operations and establishing vienna as a hub for un agencies and other international organizations including the organization for security and cooperation in europe will austria now take on mediator role in the skripal case this history is the leadup to austrian chancellor sebastian kurzs announcement that austria was willing to mediate in the skripal case kurz europes youngest leader at age had repeatedly offered to host highlevel talks between putin and trump even before the skripal crisis erupted kurzs centerright conservative peoples party won a snap election in october last year we will not take any national measures kurz and austrian foreign minister karin kneissl said in a joint statement on march a statement that helps explain why austria did not join with other european countries in expelling russian diplomats in protest indeed we want to keep the channels of communication to russia open austria is a neutral country and sees itself as a bridgebuilder between east and west they said advertisement in recent weeks kneissl repeated the offer to mediate in the skripal case as well as in the syrian conflict kremlin spokesman dmitry peskov suggested in late march that moscow in principle welcomed offers of mediation an opportunity to discuss this issue further could arise when kneissl travels to moscow to meet russian foreign minister sergey lavrov on friday the political science behind austrias move while there is suspicion among some eu countries that austria could be developing ties to russia that are a tad too close the austrian focus on dialogue also reflects viennas concerns about the escalation of tensions between russia and the west and strained relations not seen since the cold war in a worsening security situation there is a tendency on both sides to focus on projecting military strength for example both nato and russia are conducting more military exercises and military maneuvers to deter the other side advertisement hence in the current international context different actors assume different roles and austria appears to be stepping into its dialogue and diplomacy stance its a role that got the attention of both russia and ukraine recently regarding the idea of austrian peacekeepers among others for a potential un peacekeeping mission that is under negotiation for eastern ukraine this move along with austrias restraint following the skripal poisoning fits squarely in line with austrian efforts at neutrality and mediation in cold war conflicts going back at least half a century correction an earlier version of this article said that the uk concluded that russia was responsible for the attack it concluded that it was highly likely that russia was responsible for the attack we regret the error stephanie liechtenstein is a phd candidate in political science at the university of vienna and a freelance journalist her interests include foreign and security policy as well as the organization for security and cooperation in europe you can follow her stliechtenstein giftoutline gift article
http://www.bbc.co.uk/news/uk-43355053,232,195,the metropolitan police said the counterterrorism unit has requested the militarys assistance to remove a number of vehicles and objects from the scene including ambulances that may have been contaminated while assisting the victims
https://sputniknews.com/europe/201803221062795409-czech-republic-nerve-agent-skripal/,233,196,on saturday russian foreign ministry spokeswoman maria zakharova commenting on the skripal poisoning case said that the substance in question could have been made in countries that have been actively developing nerve agents of the socalled novichok family or similar since the s including the united kingdom the czech republic sweden and possibly the united states the czech republic has strongly condemned this attack and we of course stay with our allies and we have strongly refuted the speculation about the production of novichok in the czech republic this is really a lie and we have refuted it completely babis said at a joint press conference with nato secretary general jens stoltenberg in brussels
https://www.nytimes.com/2018/03/12/world/europe/london-russia-spies.html,235,24,london the russian opposition figure vladimir l ashurkov breathed a sigh of relief when he fled moscow for london in after months of being followed by the kremlins intelligence agents to meetings culminating in a televised raid of his apartment he finally let his guard down disappearing into the elegant polyglot streets of kensington six months passed before he realized that he was still being followed an old friend returned from a trip to russia with unnerving news in moscow security officials had asked detailed questions about a private conversation he had with mr ashurkov in a london cafe as he built his life in london mr ashurkov learned to look for russian agents reflexively men in dark suits sitting alone at émigré gatherings dinnerparty acquaintances rumored to be informants you cant do much about it he said even after you escape from moscow to london you know they have long hands russia now has more intelligence agents deployed in london than at the height of the cold war former british intelligence officials have said they serve a variety of functions including building contacts among british politicians but the most important task is to keep an eye on the hundreds of heavyweight russians those aligned with president vladimir v putin and those arrayed against him who have built lives in britain attracted by its property market and banking system
https://www.bloomberg.com/news/articles/2018-04-12/chemical-weapons-body-backs-u-k-over-nerve-agent-attack-on-spy,236,198,why did this happen please make sure your browser supports javascript and cookies and that you are not blocking them from loading for more information you can review our terms of service and cookie policy
http://metro.co.uk/2018/03/13/bbc-journalist-asks-putin-russia-poisoned-ex-spy-sergei-skripal-7383319/,237,199,to view this video please enable javascript and consider upgrading to a web browser that supports html video a bbc journalist has confronted vladimir putin over the nerve agent attack on exspy sergei skripal steve rosenberg the bbcs moscow correspondent asked putin if russia was behind the poisoning of the double agent and his daughter yulia liz is frit truss wont answer starmers urgent question and sends mordaunt instead president putin bbc news is russia behind the poisoning of sergei skripal rosenberg asked during an agriculture event in krasnodar russia putin dismissed questions about the skripals when he was confronted during the election campaign visit he said look were busy here with agriculture as you can see the aim is to create good conditions for peoples lives and you ask me about some tragedies get to the bottom of things there first putin responds to steve rosenberg picture bbc at a grain centre in krasnodar i just asked putin if russia is behind skripal poisoning were dealing with agriculture here you talk to me about some tragedies get to the bottom of things there then well discuss this steve rosenberg march it is highly likely that russia was behind the horrific poisoning on march in salisbury according to theresa may the pm has given putin a deadline of midnight tonight to explain the incident which used a militarygrade nerve agent called novicheck liz is frit truss wont answer starmers urgent question and sends mordaunt instead she said on wednesday we will consider in detail the response from the russian state should there be no credible response we will conclude that this action amounts to an unlawful use of force by the russian state against the united kingdom mrs may added this attempted murder using a weaponsgrade nerve agent in a british town was not just a crime against the skripals it was an indiscriminate and reckless act against the united kingdom putting the lives of innocent civilians at risk and we will not tolerate such a brazen attempt to murder innocent civilians on our soil to view this video please enable javascript and consider upgrading to a web browser that supports html video meanwhile us secretary of state rex tillerson said the attack clearly came from russia and would certainly trigger a response
https://sputniknews.com/analysis/201803231062839699-skripal-intel-vets/,239,200,some illegals agents planted abroad under false or assumed identities can buy some legal substances in a local drugstore mix them up and a few months later a person will die from a heart attack why put a countrys reputation on the line if they had planted a pack of belomorkanal cigarettes or a tt gun it would have looked more credible mikhailov said he added that no such liquidation has been done by russia since people working at scotland yard and the british defense ministry are smart thats why they keep mum theyve hit a dead end and they know it mikhailov added a samovar with novichok sergei krivosheyev the head of vympel analytical center of state security veterans is equally dismissive of londons accusations a secret agent comes to tula with a tula samovar with the words russia written on it and novichok nerve gas pumped inside he poisons his target and takes off leaving the samovar at the crime site intelligence doesnt work this way and again moscow had no beef with skripal because he had already told us everything he knew krivosheyev said on march the former russian intelligence officer sergei skripal and his daughter were poisoned by a purported nerve agent in salisbury uk both of them remain in critical condition in hospital shortly after the attack prime minister theresa may pointed a finger of accusation at russia and expelled russian diplomats read more austria not expelling russian diplomats over skripal case chancellor kurz russia has denied any role whatsoever in the horrific act and demanded access to the cases materials including the nerve gas a request ultimately denied by london the views expressed in this article are solely those of the speaker and do not necessarily reflect the official position of sputnik
